"category","name","rel_path","dir","size_kb","modified"
"reference_docs","CODEBASE_NAVIGATION_GUIDE.md","docs\guides\CODEBASE_NAVIGATION_GUIDE.md","docs\guides","31.74","2026-01-11T12:16:34"
"reference_docs","CONNECTING_FRONTEND_BACKEND.md","docs\guides\CONNECTING_FRONTEND_BACKEND.md","docs\guides","12.87","2026-01-11T11:56:07"
"reference_docs","DEBUG_SETUP_GUIDE.md","docs\guides\DEBUG_SETUP_GUIDE.md","docs\guides","8.71","2025-12-24T10:49:06"
"reference_docs","PURETASK_ARCHITECTURE_EXPLAINED.md","docs\guides\PURETASK_ARCHITECTURE_EXPLAINED.md","docs\guides","36.11","2026-01-31T20:29:41"
"reference_docs","QUICK_START_GUIDE.md","docs\guides\QUICK_START_GUIDE.md","docs\guides","3.16","2026-01-10T21:44:20"
"reference_docs","QUICK_START_TROUBLESHOOTING.md","docs\guides\QUICK_START_TROUBLESHOOTING.md","docs\guides","1.63","2026-01-31T20:29:41"
"reference_docs","JWT_AUTHENTICATION_GUIDE.md","docs\JWT_AUTHENTICATION_GUIDE.md","docs","14.2","2026-01-31T20:29:41"
"reference_docs","N8N_COMPLETE_CONFIG.md","docs\N8N_COMPLETE_CONFIG.md","docs","11.55","2026-01-31T20:29:41"
"reference_docs","N8N_ENV_CONFIG.md","docs\N8N_ENV_CONFIG.md","docs","0.73","2026-01-31T20:29:41"
"reference_docs","N8N_MCP_INTEGRATION.md","docs\N8N_MCP_INTEGRATION.md","docs","8.17","2026-01-31T20:29:41"
"reference_docs","PRODUCTION_READINESS.md","docs\PRODUCTION_READINESS.md","docs","10.76","2025-12-28T16:35:02"
"reference_docs","README.md","docs\README.md","docs","6.27","2026-01-11T12:31:59"
"reference_docs","handle-incident.md","docs\runbooks\handle-incident.md","docs\runbooks","2.6","2026-01-31T17:42:57"
"reference_docs","restore-from-backup.md","docs\runbooks\restore-from-backup.md","docs\runbooks","2.19","2026-01-31T17:42:49"
"reference_docs","rollback-deploy.md","docs\runbooks\rollback-deploy.md","docs\runbooks","2.32","2026-01-31T17:43:03"
"reference_docs","DB_SCHEMA_MIGRATION.md","docs\specs\infra\DB_SCHEMA_MIGRATION.md","docs\specs\infra","1.62","2025-12-21T00:53:32"
"reference_docs","MONITORING_ALERTING.md","docs\specs\infra\MONITORING_ALERTING.md","docs\specs\infra","1.44","2025-12-21T00:53:32"
"reference_docs","README.md","docs\specs\README.md","docs\specs","1.63","2025-12-21T00:53:32"
"reference_docs","ALL_TODOS_COMPLETE.md","docs\status-reports\ALL_TODOS_COMPLETE.md","docs\status-reports","10.59","2026-01-10T22:03:22"
"reference_docs","COMPLETION_SUMMARY.md","docs\status-reports\COMPLETION_SUMMARY.md","docs\status-reports","6.24","2025-12-21T07:21:08"
"reference_docs","COMPREHENSIVE_6_HOUR_SUMMARY.md","docs\status-reports\COMPREHENSIVE_6_HOUR_SUMMARY.md","docs\status-reports","17.07","2025-12-21T08:05:32"
"reference_docs","FINAL_STATUS_REPORT.md","docs\status-reports\FINAL_STATUS_REPORT.md","docs\status-reports","3.75","2026-01-31T20:29:41"
"reference_docs","PROJECT_COMPLETION_CERTIFICATE_FINAL.md","docs\status-reports\PROJECT_COMPLETION_CERTIFICATE_FINAL.md","docs\status-reports","8.81","2026-01-31T20:29:41"
"reference_docs","SESSION_COMPLETE_SUMMARY.md","docs\status-reports\SESSION_COMPLETE_SUMMARY.md","docs\status-reports","16.99","2026-01-09T16:57:05"
"reference_docs","STRIPE_TESTING.md","docs\STRIPE_TESTING.md","docs","5.56","2026-01-31T20:29:41"
"reference_docs","CONNECTION_TEST_RESULTS.md","docs\testing\CONNECTION_TEST_RESULTS.md","docs\testing","7.76","2026-01-31T20:29:41"
"reference_docs","SECURITY_AUDIT_COMPLETE.md","docs\testing\SECURITY_AUDIT_COMPLETE.md","docs\testing","13.61","2026-01-10T21:18:06"
"reference_docs","SECURITY_AUDIT_REPORT.md","docs\testing\SECURITY_AUDIT_REPORT.md","docs\testing","15.3","2026-01-31T20:29:41"
"reference_docs","SETUP_COMPLETE_TEST_PAGE.md","docs\testing\SETUP_COMPLETE_TEST_PAGE.md","docs\testing","5.06","2026-01-09T18:07:22"
"reference_docs","VERIFICATION_CHECKLIST.md","docs\testing\VERIFICATION_CHECKLIST.md","docs\testing","10.77","2025-12-26T05:05:19"
"reference_docs","V1_COMPLETE_SUMMARY.md","docs\V1_COMPLETE_SUMMARY.md","docs","3.93","2026-01-31T20:29:41"
"reference_docs","V1_COMPLETION_SUMMARY.md","docs\V1_COMPLETION_SUMMARY.md","docs","6.32","2026-01-31T20:29:41"
"reference_docs","V2_EXECUTION_COMPLETE.md","docs\V2_EXECUTION_COMPLETE.md","docs","5.95","2026-01-31T20:29:41"
"reference_docs","V2_EXECUTION_PLAN.md","docs\V2_EXECUTION_PLAN.md","docs","6.67","2026-01-31T20:29:41"
"reference_docs","V3_COMPLETE_SUMMARY.md","docs\V3_COMPLETE_SUMMARY.md","docs","4.4","2026-01-31T20:29:41"
"reference_docs","V3_DEPLOYMENT_COMPLETE.md","docs\V3_DEPLOYMENT_COMPLETE.md","docs","3.92","2026-01-31T20:29:41"
"reference_docs","V3_DEPLOYMENT_VERIFICATION.md","docs\V3_DEPLOYMENT_VERIFICATION.md","docs","7.73","2026-01-31T20:29:41"
"reference_docs","V3_NEXT_STEPS.md","docs\V3_NEXT_STEPS.md","docs","6.55","2026-01-31T20:29:41"
"reference_docs","V3_NEXT_STEPS_COMPLETE.md","docs\V3_NEXT_STEPS_COMPLETE.md","docs","4.21","2026-01-31T20:29:41"
"reference_docs","V4_CAPABILITIES_COMPLETE.md","docs\V4_CAPABILITIES_COMPLETE.md","docs","14.26","2026-01-31T20:29:41"
"reference_docs","V4_DEPLOYMENT_COMPLETE.md","docs\V4_DEPLOYMENT_COMPLETE.md","docs","5.9","2026-01-31T20:29:41"
"reference_docs","V4_DEPLOYMENT_VERIFICATION.md","docs\V4_DEPLOYMENT_VERIFICATION.md","docs","6.9","2026-01-31T20:29:41"
"reference_docs","MASTER_CHECKLIST.md","docs\versions\MASTER_CHECKLIST.md","docs\versions","22.15","2025-12-21T00:53:32"
"reference_docs","V1_PLAN.md","docs\versions\V1_PLAN.md","docs\versions","9.09","2025-12-21T00:53:32"
"reference_docs","ENV_VARS_CHECKLIST.md","ENV_VARS_CHECKLIST.md","","3.54","2026-01-22T19:38:22"
"reference_docs","README.md","mcp\README.md","mcp","1.67","2025-12-25T21:46:28"
"reference_docs","NEXT_5_STRATEGIC_MOVES.md","NEXT_5_STRATEGIC_MOVES.md","","14.31","2026-01-31T20:29:41"
"reference_docs","README.md","nodeSetup\README.md","nodeSetup","0.65","2025-12-26T04:30:54"
"reference_docs","README.md","README.md","","4.93","2026-01-28T03:46:25"
"reference_docs","railway-variables-checklist.md","scripts\railway-variables-checklist.md","scripts","1.54","2025-12-21T00:53:35"
"reference_docs","setup-railway-cron.md","scripts\setup-railway-cron.md","scripts","3.84","2025-12-21T00:53:35"
"reference_docs","SERVER_STARTUP_GUIDE.md","SERVER_STARTUP_GUIDE.md","","2.66","2026-01-31T20:29:41"
"reference_docs","README.md","src\tests\README.md","src\tests","0.4","2025-12-21T00:53:35"
"uncategorized","EVENT_SYSTEM_SPEC.md","docs\_active\architecture\EVENT_SYSTEM_SPEC.md","docs\_active\architecture","8.8","2026-01-31T20:29:41"
"uncategorized","ROUTES_CATALOG.md","docs\_active\architecture\ROUTES_CATALOG.md","docs\_active\architecture","0.52","2026-01-31T20:29:41"
"uncategorized","SERVICES_CATALOG.md","docs\_active\architecture\SERVICES_CATALOG.md","docs\_active\architecture","1.46","2026-01-31T20:29:41"
"uncategorized","TESTING_GUIDE.md","docs\_active\development\TESTING_GUIDE.md","docs\_active\development","22.49","2026-01-31T20:29:41"
"uncategorized","email-registry.md","docs\_active\operations\email-registry.md","docs\_active\operations","11.41","2026-01-31T20:29:41"
"uncategorized","n8n-universal-sender-workflow-spec.md","docs\_active\operations\n8n-universal-sender-workflow-spec.md","docs\_active\operations","9.28","2026-01-31T20:29:41"
"uncategorized","ANALYSIS_REPORT_REVIEW.md","docs\_archive\old-analyses\ANALYSIS_REPORT_REVIEW.md","docs\_archive\old-analyses","4.21","2026-01-31T20:29:41"
"uncategorized","BEST_PRACTICES_REVIEW.md","docs\_archive\old-analyses\BEST_PRACTICES_REVIEW.md","docs\_archive\old-analyses","4.09","2026-01-31T20:29:41"
"uncategorized","LINTING_REPORT.md","docs\_archive\old-analyses\LINTING_REPORT.md","docs\_archive\old-analyses","1.91","2026-01-31T20:29:41"
"uncategorized","STATE_MACHINE_REVIEW.md","docs\_archive\old-analyses\STATE_MACHINE_REVIEW.md","docs\_archive\old-analyses","9.83","2026-01-31T20:29:41"
"uncategorized","TEST_BEST_PRACTICES_REVIEW.md","docs\_archive\old-analyses\TEST_BEST_PRACTICES_REVIEW.md","docs\_archive\old-analyses","9.49","2026-01-31T20:29:41"
"uncategorized","N8N_WORKFLOW_VALIDATION.md","docs\_archive\old-misc\N8N_WORKFLOW_VALIDATION.md","docs\_archive\old-misc","4.05","2026-01-31T20:29:41"
"uncategorized","IMPLEMENTATION_ACTION_PLAN.md","docs\_archive\old-plans\IMPLEMENTATION_ACTION_PLAN.md","docs\_archive\old-plans","4.45","2026-01-31T20:29:41"
"uncategorized","IMPLEMENTATION_PLAN.md","docs\_archive\old-plans\IMPLEMENTATION_PLAN.md","docs\_archive\old-plans","4.81","2026-01-31T20:29:41"
"uncategorized","NEXT_STEPS_CURRENT.md","docs\_archive\old-plans\NEXT_STEPS_CURRENT.md","docs\_archive\old-plans","6.28","2026-01-31T20:29:41"
"uncategorized","DATABASE_TEST_REPORT.md","docs\_archive\old-tests\DATABASE_TEST_REPORT.md","docs\_archive\old-tests","3.71","2026-01-31T20:29:41"
"uncategorized","TEST_RESULTS_SUMMARY.md","docs\_archive\old-tests\TEST_RESULTS_SUMMARY.md","docs\_archive\old-tests","2.92","2026-01-31T20:29:41"
"uncategorized","V2_TESTING_SUMMARY.md","docs\_archive\old-tests\V2_TESTING_SUMMARY.md","docs\_archive\old-tests","4.11","2026-01-31T20:29:41"
"uncategorized","V4_TESTING_SUMMARY.md","docs\_archive\old-tests\V4_TESTING_SUMMARY.md","docs\_archive\old-tests","4.96","2026-01-31T20:29:41"
"uncategorized","WORKER_DRY_RUN_ISSUES.md","docs\_archive\old-tests\WORKER_DRY_RUN_ISSUES.md","docs\_archive\old-tests","4.51","2026-01-31T20:29:41"
"uncategorized","FUTURE_FEATURES.md","docs\_future\v5-planning\FUTURE_FEATURES.md","docs\_future\v5-planning","0.09","2026-01-31T20:29:41"
"uncategorized","ROADMAP.md","docs\_future\v5-planning\ROADMAP.md","docs\_future\v5-planning","0.08","2026-01-31T20:29:41"
"uncategorized","V5_CAPABILITIES_ANALYSIS.md","docs\_future\v5-planning\V5_CAPABILITIES_ANALYSIS.md","docs\_future\v5-planning","15.3","2026-01-31T20:29:41"
"uncategorized","md_report.md","docs\_md_inventory\md_report.md","docs\_md_inventory","11.34","2026-01-31T20:31:13"
"uncategorized","CRON_JOBS_AND_NOTIFICATIONS.md","docs\active\CRON_JOBS_AND_NOTIFICATIONS.md","docs\active","14.95","2026-01-31T20:29:41"
"uncategorized","GDPR_COMPLIANCE.md","docs\active\GDPR_COMPLIANCE.md","docs\active","7.02","2026-01-31T20:29:41"
"uncategorized","NOTIFICATION_DEDUPE_STRATEGY.md","docs\active\NOTIFICATION_DEDUPE_STRATEGY.md","docs\active","5.93","2026-01-31T20:29:41"
"uncategorized","NOTIFICATION_MATURITY_UPGRADES.md","docs\active\NOTIFICATION_MATURITY_UPGRADES.md","docs\active","6.49","2026-01-31T20:29:41"
"uncategorized","NOTIFICATION_SENDER_ANALYSIS.md","docs\active\NOTIFICATION_SENDER_ANALYSIS.md","docs\active","9.47","2026-01-31T20:29:41"
"uncategorized","SECTION_8_SECURITY_ASSESSMENT.md","docs\active\SECTION_8_SECURITY_ASSESSMENT.md","docs\active","8.23","2026-01-31T20:29:41"
"uncategorized","SECTION_9_MAINTAINABILITY_ASSESSMENT.md","docs\active\SECTION_9_MAINTAINABILITY_ASSESSMENT.md","docs\active","7.48","2026-01-31T20:29:41"
"uncategorized","SECURITY_AUDIT.md","docs\active\SECURITY_AUDIT.md","docs\active","7.09","2026-01-31T20:29:41"
"uncategorized","WORKER_HARDENING.md","docs\active\WORKER_HARDENING.md","docs\active","5.84","2026-01-31T20:29:41"
"uncategorized","ADMIN_USER_CREATED.md","docs\admin\ADMIN_USER_CREATED.md","docs\admin","9.58","2026-01-31T20:29:41"
"uncategorized","ADMIN_DASHBOARD_FRONTEND.md","docs\ADMIN_DASHBOARD_FRONTEND.md","docs","11.83","2026-01-31T20:29:41"
"uncategorized","AI_ASSISTANT_BEST_PRACTICES.md","docs\ai-assistant\AI_ASSISTANT_BEST_PRACTICES.md","docs\ai-assistant","22.01","2026-01-31T20:29:41"
"uncategorized","AI_ASSISTANT_LIVE_AND_WORKING.md","docs\ai-assistant\AI_ASSISTANT_LIVE_AND_WORKING.md","docs\ai-assistant","10.37","2026-01-31T20:29:41"
"uncategorized","AI_ASSISTANT_READY_TO_USE.md","docs\ai-assistant\AI_ASSISTANT_READY_TO_USE.md","docs\ai-assistant","7.78","2026-01-31T20:29:41"
"uncategorized","TEST_AI_ASSISTANT_PAGE.md","docs\ai-assistant\TEST_AI_ASSISTANT_PAGE.md","docs\ai-assistant","9.76","2026-01-31T20:29:41"
"uncategorized","TEST_AI_QUICK_START.md","docs\ai-assistant\TEST_AI_QUICK_START.md","docs\ai-assistant","6.02","2026-01-31T20:29:41"
"uncategorized","USER_GUIDE_CLEANER_AI_ASSISTANT.md","docs\ai-assistant\USER_GUIDE_CLEANER_AI_ASSISTANT.md","docs\ai-assistant","24.57","2026-01-31T20:29:41"
"uncategorized","ENDPOINT_AUDIT.md","docs\architecture\ENDPOINT_AUDIT.md","docs\architecture","2.46","2026-01-31T20:29:41"
"uncategorized","FRONTEND_REALITY_CHECK.md","docs\architecture\FRONTEND_REALITY_CHECK.md","docs\architecture","10.55","2026-01-31T20:29:41"
"uncategorized","API_ENDPOINTS_SUMMARY.md","docs\archive\API_ENDPOINTS_SUMMARY.md","docs\archive","2.59","2026-01-31T20:29:41"
"uncategorized","APPLY_COMPONENTS_TO_PAGES.md","docs\archive\APPLY_COMPONENTS_TO_PAGES.md","docs\archive","3.12","2026-01-31T20:29:41"
"uncategorized","AUDIT_RESULTS_SUMMARY.md","docs\archive\AUDIT_RESULTS_SUMMARY.md","docs\archive","2.45","2026-01-31T20:29:41"
"uncategorized","BACK_BUTTON_ADDED.md","docs\archive\BACK_BUTTON_ADDED.md","docs\archive","7.94","2026-01-31T20:29:41"
"uncategorized","BATCH_APPLY_COMPONENTS.md","docs\archive\BATCH_APPLY_COMPONENTS.md","docs\archive","1.49","2026-01-31T20:29:41"
"uncategorized","CLEANER_FLOW_ANALYSIS.md","docs\archive\CLEANER_FLOW_ANALYSIS.md","docs\archive","5.09","2026-01-31T20:29:41"
"uncategorized","ENDPOINT_VERIFICATION_REPORT.md","docs\archive\ENDPOINT_VERIFICATION_REPORT.md","docs\archive","13.96","2026-01-31T20:29:41"
"uncategorized","ENGINES_WORKERS_AUTOMATION_REPORT.md","docs\archive\ENGINES_WORKERS_AUTOMATION_REPORT.md","docs\archive","16.31","2026-01-31T20:29:41"
"uncategorized","FILE_LOCATIONS.md","docs\archive\FILE_LOCATIONS.md","docs\archive","4.17","2026-01-31T20:29:41"
"uncategorized","FRONTEND_BUILD_REQUIREMENTS.md","docs\archive\FRONTEND_BUILD_REQUIREMENTS.md","docs\archive","22.64","2026-01-31T20:29:41"
"uncategorized","FRONTEND_COMPLETION_PLAN.md","docs\archive\FRONTEND_COMPLETION_PLAN.md","docs\archive","3.55","2026-01-31T20:29:41"
"uncategorized","FRONTEND_COMPLETION_SUMMARY.md","docs\archive\FRONTEND_COMPLETION_SUMMARY.md","docs\archive","3.6","2026-01-31T20:29:41"
"uncategorized","FRONTEND_ENHANCEMENTS_SUMMARY.md","docs\archive\FRONTEND_ENHANCEMENTS_SUMMARY.md","docs\archive","3.03","2026-01-31T20:29:41"
"uncategorized","FRONTEND_MISSING_ITEMS_ANALYSIS.md","docs\archive\FRONTEND_MISSING_ITEMS_ANALYSIS.md","docs\archive","9.85","2026-01-31T20:29:41"
"uncategorized","GAPS_IMPLEMENTATION_PLAN.md","docs\archive\GAPS_IMPLEMENTATION_PLAN.md","docs\archive","3.81","2026-01-31T20:29:41"
"uncategorized","MANSION_OPTIMIZED.md","docs\archive\MANSION_OPTIMIZED.md","docs\archive","19.86","2026-01-31T20:29:41"
"uncategorized","MASTER_ROLLOUT_PLAN.md","docs\archive\MASTER_ROLLOUT_PLAN.md","docs\archive","14.46","2026-01-31T20:29:41"
"uncategorized","MOBILE_IMPLEMENTATION_CHECKLIST.md","docs\archive\MOBILE_IMPLEMENTATION_CHECKLIST.md","docs\archive","1.46","2026-01-31T20:29:41"
"uncategorized","MOBILE_PHASE_1_2_SUMMARY.md","docs\archive\MOBILE_PHASE_1_2_SUMMARY.md","docs\archive","3.15","2026-01-31T20:29:41"
"uncategorized","MOVE_1_DETAILED_PLAN.md","docs\archive\MOVE_1_DETAILED_PLAN.md","docs\archive","21.99","2026-01-31T20:29:41"
"uncategorized","NEXT_STEPS_RECOMMENDATIONS.md","docs\archive\NEXT_STEPS_RECOMMENDATIONS.md","docs\archive","6.28","2026-01-31T20:29:41"
"uncategorized","NON_CRITICAL_PAGES_OUTLINE.md","docs\archive\NON_CRITICAL_PAGES_OUTLINE.md","docs\archive","9.61","2026-01-31T20:29:41"
"uncategorized","PROJECT_GAPS_ANALYSIS.md","docs\archive\PROJECT_GAPS_ANALYSIS.md","docs\archive","8.53","2026-01-31T20:29:41"
"uncategorized","PURETASK_IMPROVEMENTS_ANALYSIS.md","docs\archive\PURETASK_IMPROVEMENTS_ANALYSIS.md","docs\archive","32.27","2026-01-31T20:29:41"
"uncategorized","SAVE_EVERYTHING_QUICK_GUIDE.md","docs\archive\SAVE_EVERYTHING_QUICK_GUIDE.md","docs\archive","8.06","2026-01-31T20:29:41"
"uncategorized","SOFT_LAUNCH_CHECKLIST.md","docs\archive\SOFT_LAUNCH_CHECKLIST.md","docs\archive","4.86","2026-01-31T20:29:41"
"uncategorized","TESTING_QUICK_REFERENCE.md","docs\archive\TESTING_QUICK_REFERENCE.md","docs\archive","2.21","2026-01-31T20:29:41"
"uncategorized","TESTING_STRATEGY_SUMMARY.md","docs\archive\TESTING_STRATEGY_SUMMARY.md","docs\archive","4.66","2026-01-31T20:29:41"
"uncategorized","TESTING_VERIFICATION_REPORT.md","docs\archive\TESTING_VERIFICATION_REPORT.md","docs\archive","4.49","2026-01-31T20:29:41"
"uncategorized","ENGINE_ADMIN_OPS.md","docs\blueprint\ENGINE_ADMIN_OPS.md","docs\blueprint","3.51","2026-01-31T20:29:41"
"uncategorized","ENGINE_ANALYTICS_KPIS.md","docs\blueprint\ENGINE_ANALYTICS_KPIS.md","docs\blueprint","3.59","2026-01-31T20:29:41"
"uncategorized","ENGINE_BOOKING.md","docs\blueprint\ENGINE_BOOKING.md","docs\blueprint","5.81","2026-01-31T20:29:41"
"uncategorized","ENGINE_CREDITS_PAYMENTS.md","docs\blueprint\ENGINE_CREDITS_PAYMENTS.md","docs\blueprint","4.99","2026-01-31T20:29:41"
"uncategorized","ENGINE_DISPUTES.md","docs\blueprint\ENGINE_DISPUTES.md","docs\blueprint","4.02","2026-01-31T20:29:41"
"uncategorized","ENGINE_MATCHING.md","docs\blueprint\ENGINE_MATCHING.md","docs\blueprint","4.27","2026-01-31T20:29:41"
"uncategorized","ENGINE_MESSAGING_NOTIFICATIONS.md","docs\blueprint\ENGINE_MESSAGING_NOTIFICATIONS.md","docs\blueprint","3.8","2026-01-31T20:29:41"
"uncategorized","ENGINE_PAYOUTS.md","docs\blueprint\ENGINE_PAYOUTS.md","docs\blueprint","4.33","2026-01-31T20:29:41"
"uncategorized","ENGINE_PRICING.md","docs\blueprint\ENGINE_PRICING.md","docs\blueprint","4.35","2026-01-31T20:29:41"
"uncategorized","ENGINE_RELIABILITY_TIERS.md","docs\blueprint\ENGINE_RELIABILITY_TIERS.md","docs\blueprint","4.23","2026-01-31T20:29:41"
"uncategorized","ENGINE_RISK_FRAUD.md","docs\blueprint\ENGINE_RISK_FRAUD.md","docs\blueprint","3.8","2026-01-31T20:29:41"
"uncategorized","ENGINE_SUBSCRIPTIONS.md","docs\blueprint\ENGINE_SUBSCRIPTIONS.md","docs\blueprint","4.17","2026-01-31T20:29:41"
"uncategorized","PURETASK_AUTOMATION_WORKER_MODEL.md","docs\blueprint\PURETASK_AUTOMATION_WORKER_MODEL.md","docs\blueprint","4.01","2026-01-31T20:29:41"
"uncategorized","PURETASK_DATA_MODEL.md","docs\blueprint\PURETASK_DATA_MODEL.md","docs\blueprint","5.12","2026-01-31T20:29:41"
"uncategorized","PURETASK_JOURNEYS.md","docs\blueprint\PURETASK_JOURNEYS.md","docs\blueprint","4.33","2026-01-31T20:29:41"
"uncategorized","PURETASK_MARKETPLACE_ECONOMICS.md","docs\blueprint\PURETASK_MARKETPLACE_ECONOMICS.md","docs\blueprint","3.77","2026-01-31T20:29:41"
"uncategorized","GITHUB_PUSH_SUMMARY.md","docs\deployment\GITHUB_PUSH_SUMMARY.md","docs\deployment","2.13","2026-01-31T20:29:41"
"uncategorized","COMMANDS.md","docs\guides\COMMANDS.md","docs\guides","18.55","2026-01-31T20:29:41"
"uncategorized","CREATE_TEST_ACCOUNTS_GUIDE.md","docs\guides\CREATE_TEST_ACCOUNTS_GUIDE.md","docs\guides","12.69","2026-01-31T20:29:41"
"uncategorized","MAKING_CHANGES_GUIDE.md","docs\guides\MAKING_CHANGES_GUIDE.md","docs\guides","23.96","2026-01-31T20:29:41"
"uncategorized","MASTER_TESTING_GUIDE.md","docs\guides\MASTER_TESTING_GUIDE.md","docs\guides","14.42","2026-01-31T20:29:41"
"uncategorized","QUICK_6_HOUR_OVERVIEW.md","docs\guides\QUICK_6_HOUR_OVERVIEW.md","docs\guides","4","2026-01-31T20:29:41"
"uncategorized","QUICK_REFERENCE_CARD.md","docs\guides\QUICK_REFERENCE_CARD.md","docs\guides","7.22","2026-01-31T20:29:41"
"uncategorized","START_HERE_DAY_1.md","docs\guides\START_HERE_DAY_1.md","docs\guides","15.66","2026-01-31T20:29:41"
"uncategorized","WHAT_YOU_ACTUALLY_NEED.md","docs\guides\WHAT_YOU_ACTUALLY_NEED.md","docs\guides","13.16","2026-01-31T20:29:41"
"uncategorized","IMPLEMENTATION_GUIDE.md","docs\IMPLEMENTATION_GUIDE.md","docs","0.21","2026-01-31T20:29:41"
"uncategorized","JWT_QUICK_REFERENCE.md","docs\JWT_QUICK_REFERENCE.md","docs","3.11","2026-01-31T20:29:41"
"uncategorized","N8N_API_CLIENT.md","docs\N8N_API_CLIENT.md","docs","8.34","2026-01-31T20:29:41"
"uncategorized","N8N_WEBHOOK_SECRET.md","docs\N8N_WEBHOOK_SECRET.md","docs","9.62","2026-01-31T20:29:41"
"uncategorized","ADMIN_DISPUTE_RESOLUTION.md","docs\specs\admin\ADMIN_DISPUTE_RESOLUTION.md","docs\specs\admin","0.86","2026-01-31T20:29:41"
"uncategorized","ADMIN_EARNINGS_ADJUSTMENT.md","docs\specs\admin\ADMIN_EARNINGS_ADJUSTMENT.md","docs\specs\admin","0.55","2026-01-31T20:29:41"
"uncategorized","ADMIN_JOB_OVERRIDE_TOOLS.md","docs\specs\admin\ADMIN_JOB_OVERRIDE_TOOLS.md","docs\specs\admin","0.88","2026-01-31T20:29:41"
"uncategorized","ADMIN_MONITORING_LOGGING.md","docs\specs\admin\ADMIN_MONITORING_LOGGING.md","docs\specs\admin","0.76","2026-01-31T20:29:41"
"uncategorized","ADMIN_REFUND_CONTROLS.md","docs\specs\admin\ADMIN_REFUND_CONTROLS.md","docs\specs\admin","0.74","2026-01-31T20:29:41"
"uncategorized","ADMIN_RISK_FRAUD_CONTROLS.md","docs\specs\admin\ADMIN_RISK_FRAUD_CONTROLS.md","docs\specs\admin","0.64","2026-01-31T20:29:41"
"uncategorized","ADMIN_WALLET_CONTROLS.md","docs\specs\admin\ADMIN_WALLET_CONTROLS.md","docs\specs\admin","0.72","2026-01-31T20:29:41"
"uncategorized","REFUND_CHARGEBACK_SOP.md","docs\specs\admin\REFUND_CHARGEBACK_SOP.md","docs\specs\admin","2.37","2026-01-31T20:29:41"
"uncategorized","API_ENDPOINTS.md","docs\specs\infra\API_ENDPOINTS.md","docs\specs\infra","3.14","2026-01-31T20:29:41"
"uncategorized","ASSIGNMENT_ENGINE.md","docs\specs\infra\ASSIGNMENT_ENGINE.md","docs\specs\infra","2.19","2026-01-31T20:29:41"
"uncategorized","N8N_ORCHESTRATION.md","docs\specs\infra\N8N_ORCHESTRATION.md","docs\specs\infra","1.3","2026-01-31T20:29:41"
"uncategorized","PAYOUT_PROCESSOR.md","docs\specs\infra\PAYOUT_PROCESSOR.md","docs\specs\infra","1.34","2026-01-31T20:29:41"
"uncategorized","REFUND_PROCESSOR.md","docs\specs\infra\REFUND_PROCESSOR.md","docs\specs\infra","1.19","2026-01-31T20:29:41"
"uncategorized","STATE_SYNC.md","docs\specs\infra\STATE_SYNC.md","docs\specs\infra","1.73","2026-01-31T20:29:41"
"uncategorized","STRIPE_WEBHOOK_ROUTER.md","docs\specs\infra\STRIPE_WEBHOOK_ROUTER.md","docs\specs\infra","1.38","2026-01-31T20:29:41"
"uncategorized","BOOKING_SYSTEM.md","docs\specs\job\BOOKING_SYSTEM.md","docs\specs\job","3.2","2026-01-31T20:29:41"
"uncategorized","CANCELLATION_RULES.md","docs\specs\job\CANCELLATION_RULES.md","docs\specs\job","2.32","2026-01-31T20:29:41"
"uncategorized","CLEANER_WORKFLOW.md","docs\specs\job\CLEANER_WORKFLOW.md","docs\specs\job","2.47","2026-01-31T20:29:41"
"uncategorized","JOB_REASSIGNMENT.md","docs\specs\job\JOB_REASSIGNMENT.md","docs\specs\job","2.88","2026-01-31T20:29:41"
"uncategorized","NO_SHOW_DETECTION.md","docs\specs\job\NO_SHOW_DETECTION.md","docs\specs\job","1.67","2026-01-31T20:29:41"
"uncategorized","PHOTO_VERIFICATION.md","docs\specs\job\PHOTO_VERIFICATION.md","docs\specs\job","2.08","2026-01-31T20:29:41"
"uncategorized","PRICING_CREDIT_CALC.md","docs\specs\job\PRICING_CREDIT_CALC.md","docs\specs\job","2.56","2026-01-31T20:29:41"
"uncategorized","DB_CONSTRAINTS_VALIDATION.md","docs\specs\micro\DB_CONSTRAINTS_VALIDATION.md","docs\specs\micro","1.88","2025-12-21T00:53:32"
"uncategorized","EARNINGS_MATH.md","docs\specs\micro\EARNINGS_MATH.md","docs\specs\micro","1.02","2026-01-31T20:29:41"
"uncategorized","LEDGER_ENTRY_RULES.md","docs\specs\micro\LEDGER_ENTRY_RULES.md","docs\specs\micro","1.21","2026-01-31T20:29:41"
"uncategorized","RELIABILITY_SCORE.md","docs\specs\micro\RELIABILITY_SCORE.md","docs\specs\micro","0.95","2026-01-31T20:29:41"
"uncategorized","STRIPE_EVENT_HANDLING.md","docs\specs\micro\STRIPE_EVENT_HANDLING.md","docs\specs\micro","1.4","2026-01-31T20:29:41"
"uncategorized","STRIPE_IDEMPOTENCY.md","docs\specs\micro\STRIPE_IDEMPOTENCY.md","docs\specs\micro","0.97","2026-01-31T20:29:41"
"uncategorized","WALLET_MATH.md","docs\specs\micro\WALLET_MATH.md","docs\specs\micro","0.94","2026-01-31T20:29:41"
